,id,label,statement,subject,speaker,speaker_title,State,party_affiliation,barely_true,false,half_true,mostly_true,pants_on_fire,context,Polarity,sentiment_score,variation,sensational_value,label_value
140,8019.json,barely-true,rhode island 9 percent workers use states temporary disability insurance program year new jersey rate 3 percent,"disability,labor,states,workers",patricia-morgan,Financial adviser,Rhode Island,republican,1,0,1,1,0,a speech on the House floor.,1,0,0,0,5
141,10947.json,mostly-true,17 years spending social security federal health care interest debt exceed tax revenue,"debt,federal-budget,taxes",dave-brat,College professor,Virginia,republican,2,5,0,2,0,a Facebook post,1,1,0.225,0,1
142,12014.json,mostly-true,president obama took money wall street 2008 campaign anybody ever,"campaign-finance,economy,elections,financial-regulation,history,stimulus,voting-record",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"a Democratic debate in Flint, Mich.",1,0,0,0,1
143,13241.json,half-true,donald trump said nuclear proliferation ok,nuclear,mark-warner,U.S. Senator,Virginia,democrat,3,1,6,3,0,a TV interview.,1,1,0.295,1,2
144,445.json,TRUE,hillary clinton taken 800 000 lobbyists,ethics,barack-obama,President,Illinois,democrat,70,71,160,163,9,an online ad.,0,0,0,0,0
145,6588.json,FALSE,barack obama never even worked business,candidates-biography,rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,a speech at the Republican National Convention in Tampa,0,0,0,0,4
146,1835.json,half-true,says arizona immigration law expressly bans racial profiling,immigration,john-cornyn,Senator,Texas,republican,5,3,6,2,1,"on NBC's ""Meet the Press""",0,0,0,0,2
147,3782.json,FALSE,says gov rick perry begging federal government send coast guard patrol two lakes u mexico border,"crime,immigration",louie-gohmert,U.S. House member,Texas,republican,2,6,1,0,1,a radio interview.,0,0,0,0,4
148,11536.json,barely-true,va 300 000 veterans died waiting care,"health-care,veterans",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a speech.,0,0,0.025,0,5
149,6827.json,mostly-true,spending 42 percent economy government,"debates,federal-budget,government-efficiency",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,the first presidential debate in Denver,0,0,0,0,1
150,5236.json,barely-true,rob cornilles supports privatizing medicare,"medicare,message-machine-2012",democratic-congressional-campaign-committee,,,democrat,11,8,5,1,9,campaign material ,0,-1,0.121,0,5
151,9230.json,FALSE,2005 dan branch tried expand third trimester abortions texas,"abortion,corrections-and-updates",texas-right-life,,Texas,none,0,2,2,0,0,an email blast,0,1,0.187,0,4
152,2869.json,half-true,democrats made steady progress creating jobs improving schools,"education,government-efficiency,job-accomplishments,jobs",armond-budish,Minority leader in the Ohio House of Representatives,Ohio,democrat,0,1,2,3,0,a news release,1,1,0.464,1,2
153,3864.json,pants-fire,michigan massachusetts raised bottle deposit could longer afford program redemptions high profit,environment,jeff-kruse,state senator,Oregon,republican,0,0,1,0,2,on the Oregon Senate floor,1,0,0.049,0,3
154,3054.json,TRUE,whether like admit half general revenue goes education,"education,state-budget",mike-haridopolos,Florida Senate President,Florida,republican,0,3,1,1,0,comments to reporters.,1,1,0.249,0,0
155,2367.json,FALSE,im one whos fought developers draining everglades,"environment,message-machine",kendrick-meek,,Florida,democrat,2,6,1,4,1,a television ad,0,-1,0.206,0,4
156,13432.json,half-true,says ron johnson calls social security ponzi scheme wants privatize program,"crime,debt,federal-budget,social-security",americans-united-change,,,none,1,4,4,1,0,an ad,1,1,0.156,0,2
157,12237.json,half-true,31 states 10 000 cities type policies passed referring north carolinas house bill 2,"gays-and-lesbians,government-regulation,sexuality",paul-skip-stam,N.C. House Speaker pro tem,North Carolina,republican,0,0,1,0,0,a newspaper interview,-1,0,0,0,2
158,11582.json,barely-true,climate change directly related growth terrorism,"climate-change,terrorism",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,"a Democratic presidential debate in Des Moines, Iowa.",0,-1,0.132,0,5
159,4453.json,barely-true,jobs bill includes president obamas tax soup kitchens,"economy,jobs,taxes,workers",eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,a blog post,0,0,0,0,5
160,6898.json,barely-true,says obama administration spent taxpayer dollars electric cars finland windmills china,stimulus,paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,the vice-presidential debate,-1,0,0,0,5
161,704.json,half-true,sarah mayor wasilla tried fire highly respected city librarian librarian refused consider removing library books sarah wanted removed,civil-rights,chain-email,,,none,11,43,8,5,105,a chain e-mail,1,0,0.034,0,2
162,10887.json,half-true,milwaukee approves reducing maximum forfeiture marijuana possession 50 city would 23 different bicycle violations higher forfeiture,"city-government,crime,drugs,government-regulation,marijuana",robert-puente,,,none,0,0,1,0,0,remarks to the Milwaukee Common Council,1,0,0.025,0,2
163,11828.json,FALSE,illegal immigrants five years ago,immigration,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,"an interview on NBC's ""Meet the Press""",0,-1,0.261,1,4
164,4504.json,barely-true,says rick perry wrote letter supporting hillarycare,health-care,ron-paul,U.S. representative,Texas,republican,5,8,8,8,3,a presidential debate,1,1,0.326,1,5
165,9561.json,FALSE,u patent trademark office received zero complaints washington redskins name,sports,blog-posting,,,none,7,19,3,5,44,blog posts,0,-1,0.172,0,4
166,1441.json,pants-fire,presidents health care proposals cause americans premiums increased decreased hundreds millions people lose current insurance coverage,"health-care,pundits",nancy-pfotenhauer,political strategist,,republican,0,0,0,0,1,an interview on CNN,1,1,0.082,0,3
167,12683.json,mostly-true,mexican immigrants law abiding u citizens statistic,immigration,gary-johnson,Presidential candidate,New Mexico,libertarian,3,2,5,6,0,an interview on CNN,1,0,0,0,1
168,7295.json,half-true,says chris christie vetoed jobs package 30 bills,jobs,stephen-sweeney,State Senator,,democrat,1,2,3,1,0,a radio interview,0,0,0,0,2
169,9554.json,TRUE,already american jobs solar industry coal mining,"climate-change,energy,environment,jobs",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2,3,2,7,0,a newspaper commentary,1,0,0,0,0
170,2576.json,half-true,says illinois gubernatorial candidate bill bradys first priority winning primary sponsor bill would mass euthanize sheltered dogs cats gas chambers,"agriculture,job-accomplishments,message-machine",pat-quinn,Governor,Illinois,democrat,0,0,1,0,1,a campaign commercial,1,1,0.12,0,2
171,2954.json,half-true,barack obama economy thats worsened since hes president united states,"bankruptcy,economy,history,housing,income,job-accomplishments,pundits,abc-news-week,workers",matthew-dowd,Commentator,Texas,independent,0,0,2,4,0,"an interview on ABC's ""This Week with Christiane Amanpour""",0,0,0.005,0,2
172,81.json,mostly-true,romney failed take action sanctuary cities massachusetts,immigration,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,"St. Petersburg, Fla.",-1,-1,0.268,1,1
173,5288.json,half-true,says new jersey nearly 200 000 jobs pre recession peak gov chris christie new jersey trailed rest america comes unemployment 12 consecutive months,"economy,job-accomplishments,jobs",one-new-jersey,,,democrat,0,0,1,2,0,an article posted on One New Jersey‰Ûªs website,1,-1,0.081,0,2
174,10142.json,FALSE,says thomas eric duncan came united states elevated temperature,"ebola,health-care,public-health,transportation",darrell-issa,U.S. House of Representatives,California,republican,0,3,0,0,0,"comments on CNN's ""State of the Union""",0,1,0.189,0,4
175,8754.json,mostly-true,afghanistan longer foreign land conducting war nations history,afghanistan,robert-gibbs,Former White House Press Secretary,,democrat,1,1,0,1,0,"an interview on NBC's ""Meet the Press""",-1,-1,0.163,0,1
176,3776.json,half-true,gas prices gone 2 since obama took office,"energy,gas-prices",michael-williams,Lawyer,Texas,republican,0,0,1,0,0,a tweet.,0,0,0,0,2
177,2537.json,TRUE,webster sponsored bill create form marriage would trap women abusive relationships,"marriage,message-machine,women",alan-grayson,U.S. House of Representatives,Florida,democrat,6,5,4,11,1,a TV ad.,0,-1,0.214,0,0
178,4681.json,TRUE,says judges get better benefits lower cost everybody else state,pensions,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a news conference,1,1,0.176,0,0
179,5524.json,TRUE,lot casinos across country gone bankrupt,"bankruptcy,economy,gambling,state-budget,state-finances,states",robert-jacquard,State representative,Rhode Island,democrat,0,0,0,0,0,a speech,0,-1,0.247,0,0
180,5044.json,TRUE,small businesses create 70 percent jobs america,"economy,jobs,small-business",eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,a news release.,-1,1,0.189,0,0
181,1266.json,half-true,seniors coverage medicare advantage give share health care reform,"health-care,medicare",americas-health-insurance-plans,Trade group representing the health insurance industry,"Washington, D.C.",none,0,0,2,0,0,a televison advertisement,1,1,0.338,1,2
182,8090.json,half-true,12 000 school kids arrested florida makes florida nations leader area,"children,crime,education",dream-defenders,,Florida,none,0,0,1,0,0,"a meeting with Wansley Walters, Florida Department of Juvenile Justice Secretary",0,-1,0.162,0,2
183,13069.json,mostly-true,texas country economy would rank 10 world,"corrections-and-updates,economy,states",greg-abbott,governor,Texas,republican,11,3,8,6,5,a tweet,-1,0,0,0,1
184,6969.json,FALSE,oil rigs operation united states rest world combined,"corporations,debt,economy,energy,environment,federal-budget,gas-prices,government-regulation,infrastructure",david-cicilline,mayor of Providence,Rhode Island,democrat,7,4,5,4,1,a debate,1,1,0.141,0,4
185,8733.json,half-true,payday lenders profit poor charging 1 000 plus percent interest,financial-regulation,wendy-davis,state senator,Texas,democrat,5,1,8,12,1,a press release,-1,1,0.165,0,2
186,7785.json,half-true,social security trust fund sound without anything done would function well 2038 even time changes could pay 80 percent benefits people earned,social-security,marcy-kaptur,Representative from Ohio's Ninth Congressional District,Ohio,democrat,0,2,4,4,0,House of Representatives floor speech ,1,1,0.151,0,2
187,2802.json,mostly-true,commitment voters take seriously incumbent ohio break pledge vote ted stricklands income tax hike defeated soundly tuesday,"elections,taxes",americans-tax-reform,,,none,4,0,1,1,1,a news release,-1,-1,0.074,0,1
188,8370.json,FALSE,obama administration shut amber alert program government shutdown,"children,crime,federal-budget",tweets,,,none,2,3,1,2,3,messages on Twitter,-1,1,0.145,0,4
189,2269.json,mostly-true,republicans 2 percent muslim vote,religion,tamara-holder,attorney and contributor to Fox News,Illinois ,none,0,0,0,1,0,comments on the Hannity show.,0,0,0,0,1
190,7243.json,mostly-true,w e see americas prison population exploding america greater percentage people behind bars nation world,criminal-justice,hank-johnson,U.S. Congressman,Georgia,democrat,3,0,4,3,0,a letter,-1,-1,0.041,0,1
191,3333.json,pants-fire,says hearing rep gabrielle giffords suggested gen david petraeus army put emphasis less environmentally damaging methods like stabbing clubbing enemy forces order minimize carbon output,"energy,environment,military",chain-email,,,none,11,43,8,5,105,a chain e-mail,-1,-1,0.096,0,3
192,9289.json,half-true,every single one 41 republican senators blocked raise minimum wage receive 2 800 cost living adjustment january 1 2015,"economy,jobs",facebook-posts,Social media posting,,none,14,18,15,11,36,a meme shared on social media,-1,-1,0.08,0,2
193,1053.json,TRUE,texas 1 name new male babies many vote one day jose,"elections,immigration,pundits",mike-murphy,political strategist,,republican,0,0,0,0,0,a column in Time magazine.,1,-1,0.115,0,0
194,11731.json,mostly-true,marco rubio voted authorizing president obama strike syria assad used chemical weapons people,"candidates-biography,congress,foreign-policy,history,terrorism",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a posting on the Clinton website,1,-1,0.206,0,1
195,1059.json,FALSE,cash clunkers program got go local junkyard got tow house going get 4 500,"pundits,transportation",sean-hannity,Radio/TV host,,none,3,5,3,2,1,a Fox News interview,0,0,0,0,4
196,11886.json,FALSE,one republican guts recognize climate change real,"cap-and-trade,climate-change,debates,economy,energy,environment,government-regulation,jobs,campaign-advertising,polls,public-safety",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a Democratic debate in New Hampshire,1,0,0,0,4
197,11844.json,half-true,people work longer hours lower wages almost new income goes top 1 percent,"economy,income,workers",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a political ad,1,0,0.02,0,2
198,5312.json,pants-fire,david dewhurst record promoting income tax,taxes,ted-cruz,Senator,Texas,republican,36,33,15,19,8,a handout.,0,1,0.238,0,3
199,4368.json,mostly-true,point pleasant beach beaches privately owned operated businesses jenkinsons,"environment,income",vincent-barrella,"Mayor, Point Pleasant Beach",New Jersey,independent,0,0,0,1,0,a column published on NJ.com,1,1,0.155,0,1
200,1354.json,barely-true,past year 20 percent americans changed mind war afghanistan conclude,afghanistan,alan-grayson,U.S. House of Representatives,Florida,democrat,6,5,4,11,1,an interview on 'The Ed Show.',1,-1,0.14,0,5
201,3003.json,FALSE,last five years 28 000 people killed along u mexico border,"crime,homeland-security,immigration",lamar-smith,Congressman,Texas,republican,2,5,1,3,0,a news release,-1,-1,0.257,0,4
202,6265.json,barely-true,state ohio one lowest unemployment rates nation right leading pack terms job creation,"economy,jobs",bill-johnson,U.S. representative,Ohio,republican,2,1,0,0,0,a telephone town hall meeting,1,-1,0.111,0,5
